Id,Response
527,4.5409
529,3.6560907
531,3.9501672
533,3.9026244
537,3.5710151
541,4.4718046
546,4.194231
548,3.9798265
549,4.4271545
550,4.000253
553,4.224586
559,3.6608377
561,3.0618906
564,2.6092403
574,3.8905191
578,4.128224
579,3.6545064
580,4.6069074
582,3.275432
584,4.6069074
588,3.6246219
596,3.1359382
602,3.6504488
603,2.9472806
613,4.006914
614,3.1740131
619,4.170005
620,4.1824346
624,3.444223
625,4.053066
628,3.1666393
630,3.856472
635,4.339963
636,3.7220633
637,4.6069074
641,4.5409
644,4.5372977
648,4.6069074
654,3.8866448
658,3.7086127
664,4.3915963
666,3.9771268
667,4.1824346
670,4.6069074
672,4.043895
674,4.5409
676,4.2555466
684,4.5409
685,3.577778
693,2.7258966
694,4.2967167
700,3.8127904
702,3.761996
703,3.4061058
705,3.4615881
711,4.293995
718,3.4817035
722,4.194774
726,3.904101
727,3.2404592
732,4.5409
735,4.1924925
740,3.134099
748,4.0379286
750,3.6246219
751,4.5409
756,4.18046
762,3.8832066
766,4.3370733
770,4.33229
771,3.204722
779,4.11219
782,3.0927064
784,4.3314056
793,4.175866
798,3.6385407
800,3.6500473
801,4.053337
805,4.00344
807,4.0577803
813,4.3554626
819,4.236923
820,4.3290515
822,4.5379176
823,4.186754
833,4.451953
834,3.717241
842,3.771562
845,3.8467128
856,3.8474321
860,3.384538
864,3.4357054
869,4.2894554
872,3.8919177
877,3.7660577
878,4.385946
893,3.9641132
894,4.081969
896,4.1824346
899,3.712425
900,3.9931824
911,2.6092403
914,3.9863062
917,2.355569
919,4.234953
923,2.7323275
925,4.1963873
926,2.7961764
934,3.983441
938,4.13198
940,3.990536
955,3.5370755
956,4.1824346
971,3.795463
973,4.3915963
978,4.313815
979,4.5409
981,4.08844
988,4.1491075
990,4.270511
992,3.1514525
996,4.255744
997,3.5312324
999,3.6290283
1000,4.261297
1006,4.194231
1009,3.4882236
1018,3.284613
1025,3.503536
1038,3.761996
1042,4.364905
1045,3.1064994
1046,4.6069074
1047,3.5433536
1050,3.3686333
1052,4.097666
1054,4.472388
1057,4.2593894
1061,3.6115878
1069,3.6941767
1071,3.9063692
1073,3.8247902
1074,4.5409
1075,3.2890897
1083,3.6202946
1084,3.2805605
1089,3.322425
1099,4.1246443
1103,3.032758
1110,4.5409
1123,4.091074
1130,4.10809
1135,3.918195
1137,4.5409
1145,4.5409
1147,3.8183162
1152,4.172049
1153,3.1108375
1154,4.308262
1158,4.2593894
1166,3.7709413
1170,3.8592088
1172,3.9246087
1178,3.6077487
1179,4.331363
1181,3.2348332
1182,4.4718046
1183,4.3915963
1191,3.8233638
1192,2.8941956
1200,3.647797
1205,3.9236386
1207,4.3172817
1208,3.1937556
1209,3.1397042
1217,3.2445405
1223,4.6069074
1225,4.5409
1226,3.1910028
1228,2.8816817
1230,3.7159913
1232,4.2389774
1235,4.6069074
1237,3.9611218
1257,4.2894554
1266,2.138825
1267,3.4782243
1274,4.065609
1277,4.6069074
1278,3.4352136
1280,4.0159616
1282,4.183319
1293,3.878505
1294,4.08844
1305,4.341974
1306,4.4198694
1311,4.3554626
1318,3.6852732
1320,4.3009596
1323,4.274536
1325,2.8977265
1328,3.245469
1336,3.5136359
1340,4.339078
1341,4.6069074
1344,4.128421
1345,3.9922616
1348,3.7660577
1358,2.5571892
1361,4.3915963
1364,3.647797
1373,4.0456395
1377,3.1939318
1378,4.2721634
1380,3.6500473
1382,4.115903
1383,3.7555234
1386,4.341974
1387,1.9220556
1390,3.5205321
1395,4.5409
1398,3.9381194
1402,3.3717167
1403,4.348578
1405,4.3201513
1407,4.171837
1410,2.5012534
1412,2.3301635
1419,3.7725194
1426,4.065163
1428,4.3915963
1436,3.9070566
1437,3.118213
1438,3.681436
1441,4.2906113
1444,3.809717
1448,2.8856125
1454,3.7415006
1457,4.0367594
1459,4.4593744
1463,4.1530037
1467,3.6975138
1471,3.7172058
1475,4.018382
1476,3.546619
1480,4.218651
1481,3.6170175
1482,3.406468
1489,3.691072
1491,4.1116467
1494,4.3915963
1496,4.234953
1500,4.2857256
1501,4.3755217
1503,3.6503553
1504,3.728863
1505,3.8304646
1515,2.8582506
1517,3.8332274
1520,3.275541
1521,3.9937043
1523,4.4657845
1526,4.2593894
1529,3.4164784
1530,4.001571
1543,3.6362696
1544,4.5409
1547,3.6235332
1550,4.5409
1552,3.8553522
1554,3.977888
1563,3.9611218
1574,3.9813855
1575,4.046633
1576,3.929075
1579,3.2724745
1582,3.5039687
1584,4.3850613
1585,4.2582684
1589,3.808603
1596,3.9299002
1598,2.5439658
1611,3.472327
1613,3.42194
1615,4.0498857
1618,3.0240476
1627,3.856472
1630,3.330629
1638,3.9186866
1639,4.1883
1640,4.5409
1642,4.0488167
1645,3.2881107
1648,3.6673145
1654,3.2229254
1661,4.3370733
1662,4.128224
1663,4.3915963
1666,3.0581284
1668,2.9995842
1670,3.3712773
1672,4.2630444
1681,3.6975543
1682,4.0481224
1683,2.5242336
1687,4.3915963
1688,4.2704325
1693,4.206871
1694,4.388706
1700,4.6069074
1704,3.9931214
1712,4.4608665
1716,4.4883823
1717,3.951767
1722,3.5678756
1724,3.2679038
1738,2.500664
1739,2.784669
1740,4.3625536
1761,4.339963
1763,4.0374894
1765,4.405798
1766,3.9194717
1767,4.3237963
1771,3.7687771
1772,4.048793
1777,4.1950903
1784,2.6458497
1799,3.5784235
1806,3.968928
1810,2.4238722
1812,3.5659108
1814,3.6278389
1818,3.6276226
1819,4.308262
1822,3.9675348
1823,4.3915963
1824,2.9549575
1834,3.6854558
1835,3.680357
1844,3.8595095
1848,3.8069685
1849,4.507189
1850,3.266325
1851,3.0436409
1856,3.2358112
1862,2.4875612
1863,3.9104443
1872,3.590561
1874,3.4567285
1875,4.4063807
1877,3.5828314
1900,3.7529545
1902,3.8365772
1904,3.3906922
1905,2.945092
1908,4.5409
1914,4.4593744
1916,3.5531156
1922,3.2111294
1933,4.086248
1934,3.5099945
1939,3.9719899
1942,3.4176116
1947,4.5409
1957,3.9061813
1971,4.372669
1973,3.17597
1974,3.550747
1977,4.3290515
1981,3.6919987
1985,4.4608665
1987,3.88576
1989,3.8598838
2001,3.7082121
2002,3.2254534
2007,3.0875735
2008,4.337285
2011,3.7647223
2021,4.1610622
2034,4.0808353
2040,4.1203613
2044,3.9474144
2045,4.385946
2048,4.3370733
2051,4.234953
2062,3.9953148
2066,3.0613272
2068,3.7453454
2069,3.389061
2074,4.274767
2075,4.137792
2078,4.339963
2079,2.088859
2080,3.2827542
2081,3.6630948
2084,2.3875213
2085,4.2894554
2087,4.183319
2096,3.7414823
2102,4.1709166
2103,3.3347464
2107,4.458316
2117,3.747383
2118,3.0185006
2120,3.8278375
2121,3.308187
2122,3.4776123
2130,4.248905
2136,3.0168202
2138,4.5409
2140,4.3554626
2143,4.206871
2144,3.7201004
2145,3.7125282
2147,4.0739617
2150,3.541499
2154,4.3915963
2155,2.9992867
2166,3.4929843
2169,3.2899423
2173,3.6005514
2176,2.2444239
2178,4.5731955
2179,3.720002
2180,4.13198
2184,4.3915963
2185,4.385946
2188,3.9180348
2190,4.3049846
2194,3.8594866
2195,4.175866
2198,3.9380758
2205,4.341974
2206,4.0091825
2207,2.7990172
2212,3.9385302
2213,3.9636223
2216,4.5409
2218,2.9079263
2224,4.341974
2225,4.3266487
2228,4.6069074
2236,3.7443912
2242,4.6069074
2246,3.7660577
2250,4.6069074
2255,3.790771
2256,3.5080879
2267,3.7807324
2268,4.3201513
2269,3.9936426
2272,3.695362
2275,2.9851189
2280,4.0675955
2282,4.472388
2287,4.207756
2289,4.4593744
2293,4.234953
2296,3.513871
2307,3.8954945
2309,4.234953
2313,4.150549
2325,3.9969108
2327,4.04263
2336,3.2790022
2339,4.036397
2342,4.5379176
2347,4.5409
2350,4.1024036
2360,4.1883
2364,4.040354
2369,2.476715
2379,3.4491525
2394,3.8133354
2395,3.0966182
2399,4.388706
2402,3.7787237
2410,4.4593744
2416,4.278845
2420,4.321036
2427,4.1116467
2434,4.5317917
2435,4.343399
2441,4.579643
2447,3.4344344
2452,3.761077
2463,3.9184916
2467,4.5409
2468,4.2593894
2470,3.9197004
2476,3.9838789
2483,2.624438
2487,2.9943228
2492,4.507189
2502,4.339963
2504,3.2315624
2510,4.414585
2511,3.3176448
2512,4.4593744
2517,4.40308
2520,4.087431
2521,4.3915963
2523,3.8792195
2524,3.7310607
2525,3.8037367
2526,3.877382
2528,4.4063807
2530,3.6313906
2532,2.927187
2536,3.6619363
2540,3.9290154
2541,3.9004152
2543,3.5719
2549,4.1462173
2550,2.953927
2556,3.7167969
2557,4.021658
2559,3.7765288
2565,4.5409
2566,4.341974
2567,2.3729382
2568,2.9563134
2570,4.4063807
2573,4.5409
2577,4.339963
2578,3.5825272
2583,2.950194
2586,3.4649556
2587,3.1786973
2588,4.0755076
2591,4.5409
2597,4.4198694
2606,3.9787729
2607,4.5409
2608,4.219645
2611,2.7740197
2612,4.0942287
2613,4.0026855
2616,4.3370733
2621,4.337285
2622,4.3554626
2634,4.3237963
2639,4.2894554
2642,2.5776787
2644,3.9045787
2650,3.3695717
2655,4.507189
2664,4.3033905
2667,3.7573285
2670,3.816373
2679,3.1261554
2681,4.0198603
2683,4.1610622
2685,4.5409
2687,4.339963
2696,2.9954875
2699,4.0592175
2712,2.4682307
2716,4.0159616
2720,4.2894554
2725,3.9613793
2726,4.524323
2731,3.6250055
2733,4.0431395
2740,4.308262
2742,4.1759624
2748,3.2294436
2749,4.472388
2763,3.9481144
2771,4.5409
2772,3.9912481
2773,4.2220116
2783,4.3516283
2784,4.184498
2789,2.6830885
2796,3.4144084
2798,3.9675348
2799,3.9474144
2800,3.8749619
2802,4.3370733
2805,3.7105093
2809,4.286419
2816,3.7521033
2817,3.6450362
2821,3.9292972
2822,4.372669
2829,3.8275301
2832,3.543982
2842,3.8688912
2844,4.0498343
2846,3.942786
2851,3.5821683
2852,4.0717545
2853,4.339963
2856,4.10809
2862,3.436296
2866,3.653583
2868,3.662418
2886,4.5409
2892,3.7236347
2893,4.194231
2898,4.178197
2917,3.0632725
2923,3.470461
2927,3.7378852
2930,4.5409
2931,2.7254927
2935,4.256629
2936,4.0185366
2961,3.1455832
2964,4.2685175
2967,4.139161
2968,3.9544108
2970,4.097421
2977,3.320918
2978,4.3009596
2979,4.385946
2985,3.4559784
2986,3.0614
2989,4.0784187
2997,4.236923
2999,4.5409
3004,4.3009596
3008,4.0942287
3010,4.0592175
3020,4.5409
3022,3.916882
3024,4.194774
3027,4.230715
3032,4.5409
3033,4.5409
3048,3.589571
3053,3.8233638
3056,4.472388
3070,4.4196577
3071,3.3990648
3073,4.385946
3080,4.137792
3098,4.4576035
3099,3.1762233
3109,4.348362
3110,4.48944
3115,2.5189555
3121,4.385946
3128,4.0942287
3132,3.6246746
3133,2.9207976
3141,4.232289
3144,3.6966698
3145,3.419291
3154,4.021612
3159,4.1950903
3164,3.2052479
3168,2.9155953
3172,3.2434144
3176,3.7740948
3186,4.341974
3193,3.466737
3196,3.8233638
3199,3.2634254
3200,4.1301804
3209,3.9443846
3210,4.128224
3214,3.9815335
3229,3.4658563
3230,4.10809
3233,4.5409
3242,3.1356342
3244,3.69283
3249,3.2923312
3251,3.8087502
3253,3.0805361
3264,3.5337176
3271,2.7756472
3272,4.4593744
3274,3.8688912
3276,2.5116942
3280,3.5608273
3282,4.1883
3285,4.296547
3297,3.761996
3298,3.895781
3307,3.4486163
3309,4.0751653
3310,4.5379176
3312,3.4268239
3314,4.6069074
3315,2.8701396
3316,4.062107
3319,4.1273303
3322,4.6069074
3327,4.123601
3332,3.7988276
3334,4.507189
3336,2.023532
3338,4.215894
3340,3.9570968
3343,3.1609733
3352,3.7993362
3353,3.9013553
3356,4.407981
3357,4.6069074
3360,3.973827
3365,4.4593744
3366,4.2628403
3367,4.6069074
3369,4.3044195
3374,3.324266
3376,3.9481144
3381,4.444289
3385,3.509972
3386,4.0041904
3397,4.2852106
3403,4.1583557
3409,3.0934854
3414,4.2024055
3415,4.199274
3423,4.4063807
3427,3.2948997
3428,4.3915963
3439,3.2815633
3441,4.6069074
3442,2.8655019
3447,3.761996
3453,3.5597587
3456,3.3224947
3458,3.598774
3459,3.3785646
3462,4.1963873
3464,4.5379176
3477,4.414585
3480,3.538468
3483,4.372669
3490,3.749188
3497,4.4198694
3498,4.183319
3500,4.0513344
3504,3.9739583
3509,2.2241075
3510,3.9567633
3511,4.2630444
3525,3.320918
3528,3.9194717
3529,3.2542326
3531,3.4320874
3532,4.3915963
3536,4.4719105
3537,3.1868343
3538,3.7619617
3547,3.3422604
3557,4.1024036
3572,4.5409
3573,4.04318
3588,3.9300513
3590,3.9710493
3597,4.385946
3601,3.4012635
3602,4.0352993
3608,4.3598814
3611,4.046633
3616,3.7105937
3619,4.1610622
3623,3.8034573
3638,3.4131887
3641,3.2900243
3643,4.5409
3647,3.91112
3648,3.807352
3662,3.509972
3663,4.5409
3665,3.465681
3679,3.7337515
3683,3.6508365
3692,4.036397
3700,4.065163
3705,4.048793
3706,4.3915963
3711,4.554389
3712,3.7798948
3716,3.4240882
3725,2.987736
3727,4.2449455
3739,4.000253
3740,3.2233918
3743,3.8665695
3744,2.3869312
3750,4.6069074
3751,3.3828425
3752,2.4611287
3753,3.5082803
3754,2.6782799
3761,4.123601
3762,3.9344356
3764,2.9754884
3773,3.5853035
3774,4.197481
3775,4.454671
3776,4.0026855
3785,3.8567777
3788,4.5409
3791,3.0500169
3792,4.261158
3794,3.135383
3797,4.1824346
3798,4.6069074
3807,3.4980955
3808,3.6936102
3810,3.4809136
3813,4.3201513
3815,4.3237963
3818,3.5000439
3820,3.2988396
3824,4.248905
3832,4.353863
3836,4.6069074
3837,3.6339564
3849,4.4198694
3853,3.6752722
3861,2.8405645
3862,3.7377973
3863,3.558037
3867,2.9403267
3868,4.2712784
3871,4.321036
3873,3.879284
3874,3.8731573
3879,4.2155647
3881,4.2630444
3883,4.1824346
3887,3.6812334
3888,3.541499
3889,3.2860606
3898,2.9437592
3901,4.2852106
3904,2.7467396
3905,3.756637
3907,3.9292972
3911,3.7334921
3915,3.8534863
3917,3.398545
3923,3.864653
3925,2.7152882
3931,3.9937043
3934,4.1733503
3943,3.8275354
3946,3.951767
3947,3.9572713
3949,3.598757
3958,3.4828095
3959,4.073487
3960,3.6211154
3969,4.1125355
3971,4.407981
3973,4.5409
3976,4.5409
3979,4.234953
3982,4.6069074
3992,4.472388
3993,3.7941947
3995,3.8097641
3997,3.314342
4002,4.385946
4003,4.5317917
4006,4.5409
4010,4.5409
4011,4.149887
4012,4.472388
4019,4.2389774
4020,3.651722
4026,3.6093428
4030,3.625132
4033,3.2974656
4034,4.0662603
4038,3.711793
4045,4.353863
4046,3.9271755
4047,2.5613275
4048,4.5409
4055,3.6914523
4061,3.895781
4063,2.4686384
4066,4.199274
4069,4.5409
4076,4.256629
4081,3.8973734
4086,4.3915963
4087,4.4883823
4094,4.5409
4096,3.7159913
4105,3.69266
4107,3.3713255
4110,3.5935674
4115,3.7539241
4128,3.7414823
4131,4.6069074
4136,2.8969314
4140,3.8189435
4141,3.9698546
4142,4.3266487
4146,4.0026855
4156,3.3638752
4159,4.3755217
4171,4.1876388
4174,1.88703
4175,3.126374
4180,4.6069074
4187,4.2607813
4191,3.5674686
4193,3.7656922
4197,4.3915963
4201,4.193407
4203,3.3296628
4205,3.4477775
4206,3.88599
4209,4.10809
4213,4.5409
4215,3.6378317
4220,4.3915963
4223,4.341974
4225,4.1056933
4234,2.216685
4241,3.5231352
4244,3.9079263
4247,4.003043
4254,3.372821
4255,3.633064
4262,3.3549035
4263,4.2894554
4266,3.1207616
4269,4.5409
4270,3.5048962
4271,3.56231
4274,4.206871
4279,4.128224
4286,2.4190102
4287,3.790929
4288,4.1229596
4290,2.8012304
4294,4.5409
4296,4.3033905
4299,3.816373
4302,4.6069074
4316,4.5409
4320,3.9968634
4321,3.0282407
4324,3.1646945
4325,2.0085447
4326,4.341974
4332,4.388706
4334,4.2904763
4343,4.5409
4348,4.2616835
4350,4.0191803
4353,4.026785
4356,4.261297
4361,4.3554626
4367,3.2150967
4369,4.3370733
4371,3.7521033
4373,3.5142455
4374,2.161065
4376,4.5409
4393,3.7866209
4394,4.0713024
4397,2.6325674
4398,3.904722
4404,4.1436195
4410,3.8278375
4411,3.0874188
4412,3.9344356
4414,3.6633456
4415,4.2906113
4418,3.6351771
4420,4.0589213
4426,3.8299918
4427,3.8264031
4430,2.9591367
4431,3.8883862
4435,3.8322692
4437,3.999741
4438,4.4719105
4458,3.959264
4461,3.693633
4462,3.4236221
4464,3.5612817
4482,4.339963
4484,4.255744
4489,3.748391
4494,4.10809
4496,4.1056933
4503,3.338367
4508,3.0685923
4515,3.183413
4516,4.5409
4517,3.9988227
4518,4.4593744
4524,3.6175628
4525,3.4688299
4527,4.472388
4529,4.5409
4535,3.7236347
4538,3.1412728
4544,4.0936184
4545,3.4226654
4550,3.647797
4551,4.062107
4554,4.2188683
4563,3.790771
4565,4.0574875
4573,3.6019883
4576,4.341974
4578,4.4063807
4587,4.184498
4590,3.1591482
4597,3.282127
4600,4.243659
4608,4.331193
4612,3.3324425
4615,4.1924925
4616,4.0592175
4618,4.0464673
4620,2.791959
4622,3.3046203
4624,4.3201513
4628,4.189051
4631,4.341974
4633,4.5409
4646,3.0133903
4648,1.3687377
4655,4.339963
4669,4.507189
4673,3.9011385
4677,4.1436195
4680,4.3159757
4683,2.7386184
4691,2.6084654
4694,4.331193
4697,4.472388
4698,2.7612233
4704,4.085329
4711,3.6411426
4713,3.1216025
4716,3.7805412
4724,3.7440522
4727,4.4883823
4730,3.9214087
4731,4.062107
4732,4.1149907
4741,3.4040778
4742,4.4063807
4743,4.339963
4753,4.3915963
4758,4.194231
4762,2.2699735
4765,3.6777923
4782,3.005092
4787,4.387043
4788,4.472388
4789,2.8342535
4790,4.385946
4792,4.6069074
4797,3.8909836
4805,3.5439413
4806,4.388706
4809,4.338354
4814,4.5409
4823,4.107702
4825,2.4168923
4830,3.641572
4832,2.8641918
4833,3.073874
4840,2.9624114
4841,4.2270694
4844,4.0306644
4845,4.6069074
4849,3.8525422
4858,4.194231
4870,4.1137404
4875,4.4198694
4877,4.243141
4882,3.4989755
4891,3.9383645
4900,3.2411613
4905,4.256629
4907,3.8245313
4908,4.4593744
4923,4.0466976
4924,3.887198
4925,4.437579
4927,3.1898115
4933,4.4547133
4935,4.1709166
4941,2.9448235
4944,4.3850613
4946,3.3713906
4953,3.9501672
4956,2.5357542
4968,2.945026
4985,2.6176658
4989,4.236923
4995,2.1866665
5005,3.540838
5010,2.9456773
5016,4.6069074
5018,4.388706
5029,3.307242
5031,3.6567924
5037,3.615623
5039,3.7909324
5041,3.303176
5043,3.7941947
5052,3.7815156
5055,4.062107
5059,4.294759
5063,4.438676
5067,4.6069074
5070,4.0159616
5072,4.10809
5073,3.5910301
5079,4.5409
5086,3.7199898
5093,4.0942287
5094,1.8526992
5098,4.5409
5101,3.8559973
5108,3.5842445
5112,4.246467
5113,4.37679
5119,4.5409
5120,4.124899
5121,3.7869275
5126,4.5409
5127,4.2140584
5128,4.5409
5131,3.9194717
5137,3.7941947
5146,4.140338
5148,3.7747304
5150,3.7993715
5159,4.6069074
5160,3.7520316
5163,2.994862
5170,3.6067512
5177,3.7842965
5179,4.1116467
5185,4.255744
5188,4.0464673
5190,4.405085
5191,3.1186223
5192,3.5655422
5195,2.9820728
5198,3.6442335
5208,3.7679543
5214,3.78995
5215,4.0443077
5219,3.7801769
5220,4.5409
5223,2.8430037
5224,2.8191257
5225,3.991236
5227,3.279765
5229,4.3915963
5231,3.0037758
5236,3.8489053
5237,3.6207533
5238,3.951051
5240,3.7255924
5248,4.554389
5252,4.3850613
5256,3.3565059
5269,4.6069074
5270,3.063343
5272,4.194231
5275,4.385946
5276,3.5729055
5279,4.6069074
5280,4.3370733
5281,4.257182
5291,3.6614964
5292,4.0161743
5294,3.1997042
5296,4.5409
5302,4.137205
5307,4.458316
5312,4.5409
5313,3.9411862
5314,4.308262
5315,4.007193
5316,3.6369402
5317,4.482645
5318,3.7779465
5321,3.6715214
5322,4.339963
5323,3.7896416
5324,4.5409
5334,3.4390686
5343,3.4130588
5344,3.3540182
5345,3.9261193
5355,2.8778226
5364,3.4520347
5369,4.4063807
5371,4.3915963
5380,4.053337
5385,2.3472986
5392,3.8322692
5395,3.7832322
5396,4.3755217
5398,4.341974
5400,3.904722
5402,4.5409
5411,4.554389
5412,2.7381845
5414,3.647647
5417,4.180998
5424,4.6069074
5427,3.929186
5428,3.4320874
5430,3.569647
5432,3.6247685
5438,3.523911
5448,4.386158
5459,3.0118654
5460,4.3009596
5461,3.8657634
5463,2.988784
5477,3.9554613
5479,3.5228312
5481,3.7827244
5482,4.2517047
5491,3.4074087
5493,4.3492823
5506,3.9541752
5507,2.521916
5517,3.8625367
5532,4.2283564
5533,3.5952933
5534,4.5409
5541,4.0509405
5542,2.9303734
5548,3.0351822
5551,3.1142058
5553,3.4041297
5554,3.9186866
5565,3.9229891
5574,4.3554626
5575,4.5409
5576,2.4905071
5583,3.546768
5584,2.60786
5586,2.8483703
5587,3.4637375
5588,4.5409
5596,4.2555466
5597,4.4063807
5601,4.4198694
5603,3.931606
5613,3.272784
5614,4.5409
5618,4.1701
5619,4.2449455
5621,4.5409
5622,4.5409
5627,4.296547
5628,3.5724695
5630,3.8866448
5633,2.800113
5639,4.0159616
5643,4.037298
5649,3.8474321
5653,3.983441
5655,4.0592175
5664,2.6216753
5667,3.3052046
5670,4.472388
5674,2.869588
5678,4.5379176
5680,3.417026
5687,3.3428009
5692,3.9481144
5694,3.761996
5697,4.5409
5701,3.778685
5704,4.6069074
5710,3.7425613
5711,3.4962485
5716,3.1560137
5724,4.4576035
5725,3.2764647
5726,3.8373644
5727,3.9272282
5731,3.983441
5749,3.6405642
5751,4.2417126
5755,3.6943233
5756,4.236923
5761,4.4593744
5767,2.788138
5768,3.7582374
5770,3.8474321
5772,3.6108153
5773,4.0466976
5775,4.5409
5776,3.761996
5784,2.9973578
5792,1.7719736
5793,3.9930158
5794,4.472388
5797,4.224586
5799,3.7406204
5800,4.372669
5805,3.9073005
5809,4.385946
5813,3.5171063
5817,4.195731
5824,4.060275
5829,3.4253309
5832,2.9426458
5835,3.2856116
5837,3.0570138
5847,4.274767
5854,3.6216514
5857,3.1100376
5860,4.3915963
5872,3.3163521
5874,4.385946
5876,3.036369
5880,4.3237963
5882,3.4501817
5891,3.265314
5892,2.614619
5906,4.261297
5922,4.6069074
5923,3.9104443
5927,3.702024
5929,2.932738
5941,2.77965
5942,3.641572
5945,4.458316
5947,3.843693
5950,4.3921766
5951,4.2449455
5952,3.7886903
5960,4.385946
5965,4.128224
5967,4.4883823
5974,4.313815
5977,3.1731052
5984,2.9957225
5987,4.26149
5991,3.2941306
5996,3.1784327
5997,4.5409
6002,2.796815
6005,3.4782243
6008,4.1454496
6009,3.5272517
6014,3.6315699
6027,4.256629
6030,3.7900865
6033,4.388706
6034,3.5225155
6035,4.438199
6043,4.5409
6046,3.4812918
6047,3.9309173
6048,4.274636
6070,4.2092695
6071,4.1169205
6085,2.1607976
6090,3.5263727
6091,4.2906113
6092,3.9481144
6098,4.0597115
6106,4.194231
6108,4.5409
6111,2.9646096
6115,4.6069074
6117,2.6206527
6121,3.152671
6124,3.9854786
6126,4.2389774
6129,3.7900865
6131,4.3295584
6141,3.8992417
6142,2.803538
6143,3.028413
6144,3.1720686
6147,4.109744
6148,3.9194717
6155,3.9723883
6158,3.437147
6159,4.2323666
6162,4.08844
6166,4.6069074
6172,3.3133345
6177,2.7864356
6178,4.5409
6181,3.8796842
6182,3.731236
6185,3.9054635
6191,4.3217506
6195,4.353863
6204,3.9478076
6205,3.8452785
6211,3.8945975
6212,4.194231
6219,4.1709166
6220,4.4177947
6223,2.8695738
6226,4.331193
6239,3.6951046
6243,4.5409
6249,2.1732545
6252,4.270511
6255,3.3033025
6260,3.546471
6261,4.1641254
6263,3.397797
6264,3.5002217
6270,2.1120045
6271,3.935199
6272,4.236763
6274,4.407981
6277,2.339886
6280,4.0359592
6284,3.9678519
6286,4.0159616
6288,3.913667
6290,3.9243965
6293,3.8206391
6299,3.590986
6301,4.472388
6304,2.2295437
6306,4.2312
6308,4.2852106
6309,3.7723258
6312,4.5409
6321,3.7142563
6322,3.7451985
6331,4.03802
6335,4.255744
6340,4.3524256
6343,4.3915963
6344,2.7758937
6347,3.3941972
6348,3.2996314
6349,4.6069074
6350,3.9302835
6354,4.5409
6355,3.6019883
6362,3.4927993
6367,3.6996949
6372,4.0679426
6375,4.385946
6379,2.7674277
6384,3.040017
6386,4.4063807
6390,3.4438565
6396,3.8317957
6401,3.011917
6403,3.446738
6408,3.8905191
6410,3.5052328
6420,4.4059696
6430,4.414585
6436,4.2229347
6440,4.2106476
6442,4.5409
6443,4.5409
6444,3.5483553
6459,4.256629
6466,3.7357094
6469,4.064307
6474,4.4063807
6475,2.9702444
6476,3.1047637
6490,3.1862717
6491,3.2267385
6496,3.140995
6497,4.194231
6498,3.9194717
6499,4.2204657
6501,3.8668206
6514,2.867454
6515,3.9219224
6524,4.5409
6526,3.0315979
6532,4.0942287
6537,3.6268823
6538,3.459836
6541,3.0906875
6546,3.4630942
6551,2.4696417
6554,3.2887757
6557,3.4065807
6560,3.1153252
6565,3.8467128
6566,3.3686333
6578,3.8462443
6582,3.935199
6587,4.2204657
6593,3.980198
6596,3.4206855
6611,4.3237963
6615,4.046633
6620,4.353863
6626,4.0097837
6627,3.5883327
6628,3.780544
6635,4.313815
6639,3.6114101
6641,3.4006333
6645,3.1477275
